ticker,status,reason,start_date,end_date,updated_at,source
SKBM,UMA,UMA atas Saham PT Sekar Bumi Tbk (SKBM),2024-07-26,2024-08-09,2026-03-03,idx_announcement_uma
SKLT,UMA,UMA atas Saham PT Sekar Laut Tbk (SKLT),2023-10-05,2023-10-19,2026-03-03,idx_announcement_uma
SKRN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Superkrane Mitra Utama Tbk. (SKRN),2025-10-27,2025-11-10,2026-03-03,idx_announcement_suspend
SKRN,UMA,UMA atas Saham PT Superkrane Mitra Utama Tbk (SKRN),2024-04-23,2024-05-07,2026-03-03,idx_announcement_uma
SLIS,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Gaya Abadi Sempurna Tbk. (SLIS, SLIS-W)",2025-09-02,2025-09-16,2026-03-03,idx_announcement_suspend
SLIS,UMA,UMA atas Saham PT Gaya Abadi Sempurna Tbk. (SLIS),2025-08-13,2025-08-27,2026-03-03,idx_announcement_uma
SMAR,UMA,UMA atas Saham PT Sinar Mas Agro Resources and Technology Tbk. (SMAR),2025-08-25,2025-09-08,2026-03-03,idx_announcement_uma
SMDM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Suryamas Dutamakmur Tbk (SMDM),2024-08-02,2024-08-16,2026-03-03,idx_announcement_suspend
SMDM,UMA,UMA atas Saham PT Suryamas Dutamakmur Tbk (SMDM),2024-07-31,2024-08-14,2026-03-03,idx_announcement_uma
SMGA,UMA,UMA atas Saham PT Sumber Mineral Global Abadi Tbk. (SMGA),2024-04-03,2024-04-17,2026-03-03,idx_announcement_uma
SMIL,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Sarana Mitra Luas Tbk. (SMIL, SMIL-W)",2025-04-17,2025-05-01,2026-03-03,idx_announcement_suspend
SMIL,UMA,UMA atas Saham PT Sarana Mitra Luas Tbk. (SMIL),2024-02-22,2024-03-07,2026-03-03,idx_announcement_uma
SMKM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sumber Mas Konstruksi Tbk. (SMKM),2023-06-12,2023-06-26,2026-03-03,idx_announcement_suspend
SMKM,UMA,UMA atas Saham PT Sumber Mas Konstruksi Tbk. (SMKM),2023-06-06,2023-06-20,2026-03-03,idx_announcement_uma
SMLE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sinergi Multi Lestarindo Tbk. (SMLE),2025-09-24,2025-10-08,2026-03-03,idx_announcement_suspend
SMLE,UMA,UMA atas Saham PT Sinergi Multi Lestarindo Tbk. (SMLE),2024-01-30,2024-02-13,2026-03-03,idx_announcement_uma
SMMA,UMA,UMA atas Saham PT Sinar Mas Multiartha Tbk (SMMA),2024-01-24,2024-02-07,2026-03-03,idx_announcement_uma
SMMT,UMA,UMA atas Saham PT Golden Eagle Energy Tbk. (SMMT),2025-08-01,2025-08-15,2026-03-03,idx_announcement_uma
SNLK,UMA,UMA atas Saham PT Sunter Lakeside Hotel Tbk. (SNLK),2023-10-09,2023-10-23,2026-03-03,idx_announcement_uma
SOCI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Soechi Lines Tbk. (SOCI),2026-01-02,2026-01-16,2026-03-03,idx_announcement_suspend
SOCI,UMA,UMA atas Saham PT Soechi Lines Tbk. (SOCI),2025-12-17,2025-12-31,2026-03-03,idx_announcement_uma
SOFA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Boston Furniture Industries Tbk. (SOFA),2025-09-30,2025-10-14,2026-03-03,idx_announcement_suspend
SOFA,UMA,UMA atas Saham PT Boston Furniture Industries Tbk. (SOFA),2025-03-14,2025-03-28,2026-03-03,idx_announcement_uma
SOHO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Soho Global Health Tbk. (SOHO),2025-10-24,2025-11-07,2026-03-03,idx_announcement_suspend
SOHO,UMA,UMA atas Saham PT Soho Global Health Tbk. (SOHO),2025-10-15,2025-10-29,2026-03-03,idx_announcement_uma
SOLA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Xolare RCR Energy Tbk. (SOLA),2024-05-22,2024-06-05,2026-03-03,idx_announcement_suspend
SOLA,UMA,UMA atas Saham PT Xolare RCR Energy Tbk. (SOLA),2024-05-20,2024-06-03,2026-03-03,idx_announcement_uma
SONA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sona Topas Tourism Industry Tbk (SONA),2024-03-22,2024-04-05,2026-03-03,idx_announcement_suspend
SONA,UMA,UMA atas Saham PT Sona Topas Tourism Industry Tbk (SONA),2024-03-21,2024-04-04,2026-03-03,idx_announcement_uma
SOSS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Shield On Service Tbk (SOSS),2024-10-28,2024-11-11,2026-03-03,idx_announcement_suspend
SOSS,UMA,UMA atas Saham PT Shield On Service Tbk (SOSS),2024-10-25,2024-11-08,2026-03-03,idx_announcement_uma
SOTS,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Satria Mega Kencana Tbk (SOTS, SOTS-W)",2023-11-15,2023-11-29,2026-03-03,idx_announcement_suspend
SOTS,UMA,UMA atas Saham PT Satria Mega Kencana Tbk (SOTS),2023-11-14,2023-11-28,2026-03-03,idx_announcement_uma
SOUL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Mitra Tirta Buwana Tbk. (SOUL),2025-09-08,2025-09-22,2026-03-03,idx_announcement_suspend
SOUL,UMA,UMA atas Saham PT Mitra Tirta Buwana Tbk. (SOUL),2025-08-07,2025-08-21,2026-03-03,idx_announcement_uma
SPRE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Soraya Berjaya Indonesia Tbk. (SPRE),2024-07-25,2024-08-08,2026-03-03,idx_announcement_suspend
SPRE,UMA,UMA atas Saham PT Soraya Berjaya Indonesia Tbk. (SPRE),2024-07-19,2024-08-02,2026-03-03,idx_announcement_uma
SRAJ,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sejahteraraya Anugrahjaya Tbk (SRAJ),2024-02-07,2024-02-21,2026-03-03,idx_announcement_suspend
SRAJ,UMA,UMA atas Saham PT Sejahteraraya Anugrahjaya Tbk (SRAJ),2023-10-25,2023-11-08,2026-03-03,idx_announcement_uma
SRIL,SUSPEND,Penghentian Sementara Perdagangan Efek PT Sri Rejeki Isman Tbk (SRIL),2024-10-28,2024-11-11,2026-03-03,idx_announcement_suspend
SSIA,UMA,UMA atas Saham PT Surya Semesta Internusa Tbk (SSIA),2024-03-15,2024-03-29,2026-03-03,idx_announcement_uma
SSMS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sawit Sumbermas Sarana Tbk. (SSMS),2025-02-03,2025-02-17,2026-03-03,idx_announcement_suspend
SSMS,UMA,UMA atas Saham PT Sawit Sumbermas Sarana Tbk. (SSMS),2024-11-22,2024-12-06,2026-03-03,idx_announcement_uma
SSTM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sunson Textile Manufacture Tbk (SSTM),2025-10-28,2025-11-11,2026-03-03,idx_announcement_suspend
SSTM,UMA,UMA atas Saham PT Sunson Textile Manufacture Tbk (SSTM),2024-12-13,2024-12-27,2026-03-03,idx_announcement_uma
STAA,UMA,UMA atas Saham PT Sumber Tani Agung Resources Tbk. (STAA),2024-02-02,2024-02-16,2026-03-03,idx_announcement_uma
STAR,SUSPEND,Penghentian Sementara Perdagangan Saham PT Buana Artha Anugerah Tbk. (STAR),2025-12-01,2025-12-15,2026-03-03,idx_announcement_suspend
STAR,UMA,UMA atas Saham PT Buana Artha Anugerah Tbk. (STAR),2025-09-18,2025-10-02,2026-03-03,idx_announcement_uma
STRK,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Lovina Beach Brewery Tbk. (STRK, STRK-W)",2023-12-08,2023-12-22,2026-03-03,idx_announcement_suspend
STRK,UMA,UMA atas Saham PT Lovina Beach Brewery Tbk. (STRK),2023-10-31,2023-11-14,2026-03-03,idx_announcement_uma
SULI,UMA,UMA atas Saham PT SLJ Global Tbk. (SULI),2025-10-02,2025-10-16,2026-03-03,idx_announcement_uma
SURE,UMA,UMA atas Saham PT Super Energy Tbk. (SURE),2025-01-17,2025-01-31,2026-03-03,idx_announcement_uma
SURI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Maja Agung Latexindo Tbk. (SURI),2024-02-05,2024-02-19,2026-03-03,idx_announcement_suspend
SURI,UMA,UMA atas Saham PT Maja Agung Latexindo Tbk. (SURI),2024-01-25,2024-02-08,2026-03-03,idx_announcement_uma
SWID,UMA,UMA atas Saham PT Saraswanti Indoland Development Tbk. (SWID),2025-11-25,2025-12-09,2026-03-03,idx_announcement_uma
TALF,UMA,UMA atas Saham PT Tunas Alfin Tbk. (TALF),2025-09-22,2025-10-06,2026-03-03,idx_announcement_uma
TAMA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Lancartama Sejati Tbk. (TAMA),2026-03-02,2026-03-16,2026-03-03,idx_announcement_suspend
TAMA,UMA,UMA atas Saham PT Lancartama Sejati Tbk. (TAMA),2026-02-26,2026-03-12,2026-03-03,idx_announcement_uma
TAYS,UMA,UMA atas Saham PT Jaya Swarasa Agung Tbk. (TAYS),2023-06-12,2023-06-26,2026-03-03,idx_announcement_uma
TBMS,UMA,UMA atas Saham PT Tembaga Mulia Semanan Tbk (TBMS),2023-10-10,2023-10-24,2026-03-03,idx_announcement_uma
TCPI,UMA,UMA atas Saham PT Transcoal Pacific Tbk. (TCPI),2023-08-25,2023-09-08,2026-03-03,idx_announcement_uma
TEBE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Dana Brata Luhur Tbk. (TEBE),2025-09-19,2025-10-03,2026-03-03,idx_announcement_suspend
TEBE,UMA,UMA atas Saham PT Dana Brata Luhur Tbk. (TEBE),2025-07-30,2025-08-13,2026-03-03,idx_announcement_uma
TECH,SUSPEND,Penghentian Sementara Perdagangan Efek PT Indosterling Technomedia Tbk (TECH),2023-08-07,2023-08-21,2026-03-03,idx_announcement_suspend
TECH,UMA,UMA atas Saham PT Indosterling Technomedia Tbk (TECH),2023-05-24,2023-06-07,2026-03-03,idx_announcement_uma
TELE,SUSPEND,Penghentian Sementara Perdagangan Efek PT Omni Inovasi Indonesia Tbk (TELE),2023-06-27,2023-07-11,2026-03-03,idx_announcement_suspend
TFAS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Telefast Indonesia Tbk. (TFAS),2023-09-04,2023-09-18,2026-03-03,idx_announcement_suspend
TFAS,UMA,UMA atas Saham PT Telefast Indonesia Tbk. (TFAS),2023-08-31,2023-09-14,2026-03-03,idx_announcement_uma
TFCO,UMA,UMA atas Saham PT Tifico Fiber Indonesia Tbk. (TFCO),2026-01-26,2026-02-09,2026-03-03,idx_announcement_uma
TGUK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Platinum Wahab Nusantara Tbk. (TGUK),2025-05-19,2025-06-02,2026-03-03,idx_announcement_suspend
TGUK,UMA,UMA atas Saham PT Platinum Wahab Nusantara Tbk. (TGUK),2023-09-18,2023-10-02,2026-03-03,idx_announcement_uma
TIFA,UMA,UMA atas Saham PT KDB Tifa Finance Tbk. (TIFA),2025-12-05,2025-12-19,2026-03-03,idx_announcement_uma
TINS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Timah Tbk. (TINS),2025-10-03,2025-10-17,2026-03-03,idx_announcement_suspend
TINS,UMA,UMA atas Saham PT Timah Tbk (TINS),2024-03-15,2024-03-29,2026-03-03,idx_announcement_uma
TIRA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Tira Austenite Tbk (TIRA),2025-02-10,2025-02-24,2026-03-03,idx_announcement_suspend
TIRA,UMA,UMA atas Saham PT Tira Austenite Tbk (TIRA),2025-02-04,2025-02-18,2026-03-03,idx_announcement_uma
TIRT,SUSPEND,Penghentian Sementara Perdagangan Efek Tirta Mahakam Resources Tbk (TIRT),2025-01-21,2025-02-04,2026-03-03,idx_announcement_suspend
TIRT,UMA,UMA atas Saham PT Tirta Mahakam Resources Tbk (TIRT),2024-08-30,2024-09-13,2026-03-03,idx_announcement_uma
TMPO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Tempo Inti Media Tbk (TMPO),2024-08-26,2024-09-09,2026-03-03,idx_announcement_suspend
TMPO,UMA,UMA atas Saham PT Tempo Inti Media Tbk (TMPO),2024-08-23,2024-09-06,2026-03-03,idx_announcement_uma
TNCA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Trimuda Nuansa Citra Tbk (TNCA),2024-08-28,2024-09-11,2026-03-03,idx_announcement_suspend
TNCA,UMA,UMA atas Saham PT Trimuda Nuansa Citra Tbk (TNCA),2024-08-26,2024-09-09,2026-03-03,idx_announcement_uma
TOBA,SUSPEND,Penghentian Sementara Perdagangan Saham PT TBS Energi Utama Tbk. (TOBA),2025-06-17,2025-07-01,2026-03-03,idx_announcement_suspend
TOBA,UMA,UMA atas Saham PT TBS Energi Utama Tbk. (TOBA),2025-06-12,2025-06-26,2026-03-03,idx_announcement_uma
TOPS,SUSPEND,Penghentian Sementara Perdagangan Efek PT Totalindo Eka Persada Tbk. (TOPS),2025-11-05,2025-11-19,2026-03-03,idx_announcement_suspend
TOSK,UMA,UMA atas Saham PT Topindo Solusi Komunika Tbk. (TOSK),2024-02-21,2024-03-06,2026-03-03,idx_announcement_uma
TOYS,SUSPEND,Penghentian Sementara Perdagangan Efek PT Sunindo Adipersada Tbk. (TOYS),2024-07-02,2024-07-16,2026-03-03,idx_announcement_suspend
TPIA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Chandra Asri Petrochemical Tbk (TPIA),2023-12-21,2024-01-04,2026-03-03,idx_announcement_suspend
TPIA,UMA,UMA atas Saham PT Chandra Asri Petrochemical Tbk (TPIA),2023-06-23,2023-07-07,2026-03-03,idx_announcement_uma
TRIM,UMA,UMA atas Saham PT Trimegah Sekuritas Indonesia Tbk. (TRIM),2025-10-06,2025-10-20,2026-03-03,idx_announcement_uma
TRIN,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri II PT Perintis Triniti Properti Tbk. (TRIN, TRIN-W2)",2025-10-08,2025-10-22,2026-03-03,idx_announcement_suspend
TRIN,UMA,UMA atas Saham PT Perintis Triniti Properti Tbk (TRIN),2023-11-22,2023-12-06,2026-03-03,idx_announcement_uma
TRON,SUSPEND,Penghentian Sementara Perdagangan Saham PT Teknologi Karya Digital Nusa Tbk. (TRON),2025-12-08,2025-12-22,2026-03-03,idx_announcement_suspend
TRON,UMA,UMA atas Saham PT Teknologi Karya Digital Nusa Tbk. (TRON),2024-06-20,2024-07-04,2026-03-03,idx_announcement_uma
TRUE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Triniti Dinamik Tbk. (TRUE),2025-10-13,2025-10-27,2026-03-03,idx_announcement_suspend
TRUE,UMA,UMA atas Saham PT Triniti Dinamik Tbk. (TRUE),2025-10-08,2025-10-22,2026-03-03,idx_announcement_uma
TRUK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Guna Timur Raya Tbk. (TRUK),2025-09-15,2025-09-29,2026-03-03,idx_announcement_suspend
TRUK,UMA,UMA atas Saham PT Guna Timur Raya Tbk. (TRUK),2025-09-10,2025-09-24,2026-03-03,idx_announcement_uma
TRUS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Trust Finance Indonesia Tbk (TRUS),2025-04-10,2025-04-24,2026-03-03,idx_announcement_suspend
TRUS,UMA,UMA atas Saham PT Trust Finance Indonesia Tbk (TRUS),2024-12-13,2024-12-27,2026-03-03,idx_announcement_uma
UANG,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pakuan Tbk (UANG),2024-08-30,2024-09-13,2026-03-03,idx_announcement_suspend
UANG,UMA,UMA atas Saham PT Pakuan Tbk (UANG),2024-08-29,2024-09-12,2026-03-03,idx_announcement_uma
UDNG,SUSPEND,Penghentian Sementara Perdagangan Saham PT Agro Bahari Nusantara Tbk. (UDNG),2025-03-19,2025-04-02,2026-03-03,idx_announcement_suspend
UDNG,UMA,UMA atas Saham PT Agro Bahari Nusantara Tbk. (UDNG),2025-03-14,2025-03-28,2026-03-03,idx_announcement_uma
UFOE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Damai Sejahtera Abadi Tbk. (UFOE),2025-10-08,2025-10-22,2026-03-03,idx_announcement_suspend
UFOE,UMA,UMA atas Saham PT Damai Sejahtera Abadi Tbk. (UFOE),2025-10-01,2025-10-15,2026-03-03,idx_announcement_uma
UNIQ,SUSPEND,Penghentian Sementara Perdagangan Saham PT Ulima Nitra Tbk. (UNIQ),2023-07-12,2023-07-26,2026-03-03,idx_announcement_suspend
UNIQ,UMA,UMA atas Saham PT Ulima Nitra Tbk. (UNIQ),2023-06-26,2023-07-10,2026-03-03,idx_announcement_uma
UNIT,SUSPEND,Penghentian Sementara Perdagangan Efek Nusantara Inti Corpora Tbk (UNIT),2026-02-02,2026-02-16,2026-03-03,idx_announcement_suspend
UNSP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Bakrie Sumatera Plantations Tbk. (UNSP),2025-12-16,2025-12-30,2026-03-03,idx_announcement_suspend
UNSP,UMA,UMA atas Saham PT Bakrie Sumatera Plantations Tbk (UNSP),2023-05-25,2023-06-08,2026-03-03,idx_announcement_uma
URBN,UMA,UMA atas Saham PT Urban Jakarta Propertindo Tbk (URBN),2023-10-16,2023-10-30,2026-03-03,idx_announcement_uma
UVCR,UMA,UMA atas Saham PT Trimegah Karya Pratama Tbk. (UVCR),2025-11-04,2025-11-18,2026-03-03,idx_announcement_uma
VAST,UMA,UMA atas Saham PT Vastland Indonesia Tbk. (VAST),2025-07-29,2025-08-12,2026-03-03,idx_announcement_uma
VINS,UMA,UMA atas Saham PT Victoria Insurance Tbk. (VINS),2026-01-06,2026-01-20,2026-03-03,idx_announcement_uma
VISI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Satu Visi Putra Tbk. (VISI),2024-08-26,2024-09-09,2026-03-03,idx_announcement_suspend
VISI,UMA,UMA atas Saham PT Satu Visi Putra Tbk. (VISI),2024-08-23,2024-09-06,2026-03-03,idx_announcement_uma
VKTR,SUSPEND,Penghentian Sementara Perdagangan Saham PT VKTR Teknologi Mobilitas Tbk. (VKTR),2025-09-29,2025-10-13,2026-03-03,idx_announcement_suspend
VKTR,UMA,UMA atas Saham PT VKTR Teknologi Mobilitas Tbk. (VKTR),2025-09-23,2025-10-07,2026-03-03,idx_announcement_uma
VOKS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Voksel Electric Tbk. (VOKS),2025-09-11,2025-09-25,2026-03-03,idx_announcement_suspend
VOKS,UMA,UMA atas Saham PT Voksel Electric Tbk (VOKS),2024-09-11,2024-09-25,2026-03-03,idx_announcement_uma
VTNY,UMA,UMA atas Saham PT Venteny Fortuna International Tbk. (VTNY),2024-10-18,2024-11-01,2026-03-03,idx_announcement_uma
WAPO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Wahana Pronatural Tbk. (WAPO),2025-10-21,2025-11-04,2026-03-03,idx_announcement_suspend
WAPO,UMA,UMA atas Saham PT Wahana Pronatural Tbk. (WAPO),2025-04-25,2025-05-09,2026-03-03,idx_announcement_uma
WEGE,UMA,UMA atas Saham PT Wijaya Karya Bangunan Gedung Tbk. (WEGE),2025-09-03,2025-09-17,2026-03-03,idx_announcement_uma
WGSH,SUSPEND,Penghentian Sementara Perdagangan Saham PT Wira Global Solusi Tbk. (WGSH),2025-03-19,2025-04-02,2026-03-03,idx_announcement_suspend
WGSH,UMA,UMA atas Saham PT Wira Global Solusi Tbk. (WGSH),2024-02-27,2024-03-12,2026-03-03,idx_announcement_uma
WIDI,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Widiant Jaya Krenindo Tbk. (WIDI, WIDI-W)",2023-10-06,2023-10-20,2026-03-03,idx_announcement_suspend
WIDI,UMA,UMA atas Saham PT Widiant Jaya Krenindo Tbk. (WIDI),2023-09-22,2023-10-06,2026-03-03,idx_announcement_uma
WIFI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Solusi Sinergi Digital Tbk. (WIFI),2025-01-30,2025-02-13,2026-03-03,idx_announcement_suspend
WIFI,UMA,UMA atas Saham PT Solusi Sinergi Digital Tbk. (WIFI),2025-01-16,2025-01-30,2026-03-03,idx_announcement_uma
WIIM,UMA,UMA atas Saham PT Wismilak Inti Makmur Tbk (WIIM),2023-12-19,2024-01-02,2026-03-03,idx_announcement_uma
WIKA,SUSPEND,Penghentian Sementara Perdagangan Efek PT Wijaya Karya (Persero) Tbk (WIKA),2023-12-18,2024-01-01,2026-03-03,idx_announcement_suspend
WIKA,UMA,UMA atas Saham PT Wijaya Karya (Persero) Tbk (WIKA),2024-07-12,2024-07-26,2026-03-03,idx_announcement_uma
WINE,UMA,UMA atas Saham PT Hatten Bali Tbk. (WINE),2023-04-05,2023-04-19,2026-03-03,idx_announcement_uma
WIRG,UMA,UMA atas Saham PT WIR ASIA Tbk. (WIRG),2025-08-25,2025-09-08,2026-03-03,idx_announcement_uma
WMPP,SUSPEND,Penghentian Sementara Perdagangan Efek PT Widodo Makmur Perkasa Tbk (WMPP),2024-05-13,2024-05-27,2026-03-03,idx_announcement_suspend
WOWS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Ginting Jaya Energi Tbk. (WOWS),2025-09-02,2025-09-16,2026-03-03,idx_announcement_suspend
WOWS,UMA,UMA atas Saham PT Ginting Jaya Energi Tbk. (WOWS),2025-08-25,2025-09-08,2026-03-03,idx_announcement_uma
WSKT,SUSPEND,Penghentian Sementara Perdagangan Efek PT Waskita Karya (Persero) Tbk (WSKT),2023-05-08,2023-05-22,2026-03-03,idx_announcement_suspend
XAFA,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Avrist ETF Fixed Rate Bond I (XAFA),2023-10-26,2023-11-09,2026-03-03,idx_announcement_suspend
XAQA,SUSPEND,Penghentian Sementara Perdagangan Efek Ashmore ETF LQ45 ALPHA (XAQA),2024-09-27,2024-10-11,2026-03-03,idx_announcement_suspend
XBES,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Indeks BNI-AM ETF MSCI Indonesia Selection (XBES),2025-09-23,2025-10-07,2026-03-03,idx_announcement_suspend
XBIG,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Indeks BNP Paribas IDX Growth30 ETF (XBIG),2024-08-27,2024-09-10,2026-03-03,idx_announcement_suspend
XBNI,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Indeks BNI-AM Nusantara ETF MSCI Indone (XBNI),2025-07-24,2025-08-07,2026-03-03,idx_announcement_suspend
XDSG,SUSPEND,Penghentian Sementara Perdagangan Efek RDI Danareksa ETF MSCI Indonesia ESG Screened (XDSG),2023-04-04,2023-04-18,2026-03-03,idx_announcement_suspend
XMJM,SUSPEND,Penghentian Sementara Perdagangan Efek DINFRA TOLL ROAD MANDIRI-001 (XMJM),2024-11-22,2024-12-06,2026-03-03,idx_announcement_suspend
XMTS,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana ETF MNC36 LIKUID (XMTS),2023-04-11,2023-04-25,2026-03-03,idx_announcement_suspend
XNVE,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Indeks Nusadana ETF IDX Value30 (XNVE),2024-09-24,2024-10-08,2026-03-03,idx_announcement_suspend
XPES,SUSPEND,Penghentian Sementara Perdagangan Efek Reksa Dana Pinnacle Enhanced Sharia ETF (XPES),2023-07-04,2023-07-18,2026-03-03,idx_announcement_suspend
XSMU,SUSPEND,Penghentian Sementara Perdagangan Efek Syailendra ETF MSCI Indonesia ESG Universal Index (XSMU),2023-10-19,2023-11-02,2026-03-03,idx_announcement_suspend
YELO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Yelooo Integra Datanet Tbk. (YELO),2025-12-02,2025-12-16,2026-03-03,idx_announcement_suspend
YELO,UMA,UMA atas Saham PT Yelooo Integra Datanet Tbk. (YELO),2025-11-26,2025-12-10,2026-03-03,idx_announcement_uma
YOII,UMA,UMA atas Saham PT Asuransi Digital Bersama Tbk. (YOII),2025-01-24,2025-02-07,2026-03-03,idx_announcement_uma
YPAS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Yanaprima Hastapersada Tbk (YPAS),2025-10-09,2025-10-23,2026-03-03,idx_announcement_suspend
YPAS,UMA,UMA atas Saham PT Yanaprima Hastapersada Tbk (YPAS),2025-10-08,2025-10-22,2026-03-03,idx_announcement_uma
YUPI,UMA,UMA atas Saham PT Yupi Indo Jelly Gum Tbk. (YUPI),2025-04-11,2025-04-25,2026-03-03,idx_announcement_uma
ZATA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Bersama Zatta Jaya Tbk. (ZATA),2026-01-20,2026-02-03,2026-03-03,idx_announcement_suspend
ZATA,UMA,UMA atas Saham PT Bersama Zatta Jaya Tbk. (ZATA),2025-09-25,2025-10-09,2026-03-03,idx_announcement_uma
ZBRA,SUSPEND,Penghentian Sementara Perdagangan Efek PT Dosni Roha Indonesia Tbk (ZBRA),2025-08-19,2025-09-02,2026-03-03,idx_announcement_suspend
ZBRA,UMA,UMA atas Saham PT Dosni Roha Indonesia Tbk (ZBRA),2024-08-15,2024-08-29,2026-03-03,idx_announcement_uma
ZINC,SUSPEND,Penghentian Sementara Perdagangan Efek PT Kapuas Prima Coal Tbk (ZINC),2023-12-21,2024-01-04,2026-03-03,idx_announcement_suspend
