ticker,status,reason,start_date,end_date,updated_at,source
INRU,UMA,UMA atas Saham PT Toba Pulp Lestari Tbk (INRU),2024-02-06,2024-02-20,2026-03-03,idx_announcement_uma
INTA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Intraco Penta Tbk. (INTA),2025-12-09,2025-12-23,2026-03-03,idx_announcement_suspend
INTA,UMA,UMA atas Saham PT Intraco Penta Tbk. (INTA),2025-11-28,2025-12-12,2026-03-03,idx_announcement_uma
INTD,SUSPEND,Penghentian Sementara Perdagangan Saham PT Inter Delta Tbk (INTD),2024-09-04,2024-09-18,2026-03-03,idx_announcement_suspend
INTD,UMA,UMA atas Saham PT Inter Delta Tbk (INTD),2024-09-03,2024-09-17,2026-03-03,idx_announcement_uma
IOTF,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sumber Sinergi Makmur Tbk. (IOTF),2024-10-25,2024-11-08,2026-03-03,idx_announcement_suspend
IOTF,UMA,UMA atas Saham PT Sumber Sinergi Makmur Tbk. (IOTF),2024-03-18,2024-04-01,2026-03-03,idx_announcement_uma
IPAC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Era Graharealty Tbk. (IPAC),2025-10-01,2025-10-15,2026-03-03,idx_announcement_suspend
IPAC,UMA,UMA atas Saham PT Era Graharealty Tbk. (IPAC),2024-12-19,2025-01-02,2026-03-03,idx_announcement_uma
IPPE,SUSPEND,Penghentian Sementara Perdagangan Efek PT Indo Pureco Pratama Tbk (IPPE),2024-09-06,2024-09-20,2026-03-03,idx_announcement_suspend
IRRA,UMA,UMA atas Saham PT Itama Ranoraya Tbk (IRRA),2023-12-20,2024-01-03,2026-03-03,idx_announcement_uma
IRSX,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Aviana Sinar Abadi Tbk. (IRSX, IRSX-W)",2025-08-05,2025-08-19,2026-03-03,idx_announcement_suspend
IRSX,UMA,UMA atas Saham PT Aviana Sinar Abadi Tbk. (IRSX),2025-07-31,2025-08-14,2026-03-03,idx_announcement_uma
ISEA,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Indo American Seafoods Tbk. (ISEA, ISEA-W)",2024-07-29,2024-08-12,2026-03-03,idx_announcement_suspend
ISEA,UMA,UMA atas Saham PT Indo American Seafoods Tbk. (ISEA),2024-07-24,2024-08-07,2026-03-03,idx_announcement_uma
ITIC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indonesian Tobacco Tbk. (ITIC),2025-09-23,2025-10-07,2026-03-03,idx_announcement_suspend
ITIC,UMA,UMA atas Saham PT Indonesian Tobacco Tbk. (ITIC),2025-09-22,2025-10-06,2026-03-03,idx_announcement_uma
ITMA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sumber Energi Andalan Tbk. (ITMA),2025-09-10,2025-09-24,2026-03-03,idx_announcement_suspend
ITMA,UMA,UMA atas Saham PT Sumber Energi Andalan Tbk (ITMA),2023-12-13,2023-12-27,2026-03-03,idx_announcement_uma
JARR,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jhonlin Agro Raya Tbk. (JARR),2025-08-26,2025-09-09,2026-03-03,idx_announcement_suspend
JARR,UMA,UMA atas Saham PT Jhonlin Agro Raya Tbk. (JARR),2024-03-18,2024-04-01,2026-03-03,idx_announcement_uma
JAST,UMA,UMA atas Saham PT Jasnita Telekomindo Tbk. (JAST),2026-01-27,2026-02-10,2026-03-03,idx_announcement_uma
JATI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Informasi Teknologi Indonesia Tbk. (JATI),2025-05-06,2025-05-20,2026-03-03,idx_announcement_suspend
JATI,UMA,UMA atas Saham PT Informasi Teknologi Indonesia Tbk. (JATI),2025-05-05,2025-05-19,2026-03-03,idx_announcement_uma
JAWA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jaya Agra Wattie Tbk (JAWA),2023-10-09,2023-10-23,2026-03-03,idx_announcement_suspend
JAWA,UMA,UMA atas Saham PT Jaya Agra Wattie Tbk (JAWA),2023-10-05,2023-10-19,2026-03-03,idx_announcement_uma
JAYA,UMA,UMA atas Saham PT Armada Berjaya Trans Tbk. (JAYA),2026-02-26,2026-03-12,2026-03-03,idx_announcement_uma
JECC,UMA,UMA atas Saham PT Jembo Cable Company Tbk. (JECC),2025-06-12,2025-06-26,2026-03-03,idx_announcement_uma
JGLE,UMA,UMA atas Saham PT Graha Andrasentra Propertindo Tbk. (JGLE),2026-01-12,2026-01-26,2026-03-03,idx_announcement_uma
JIHD,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jakarta International Hotels And Development Tbk (JIHD),2024-11-01,2024-11-15,2026-03-03,idx_announcement_suspend
JIHD,UMA,UMA atas Saham PT Jakarta International Hotels And Development Tbk (JIHD),2024-10-31,2024-11-14,2026-03-03,idx_announcement_uma
JMAS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk (JMAS),2024-08-19,2024-09-02,2026-03-03,idx_announcement_suspend
JMAS,UMA,UMA atas Saham PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk (JMAS),2023-10-06,2023-10-20,2026-03-03,idx_announcement_uma
JSPT,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jakarta Setiabudi Internasional Tbk (JSPT),2024-10-09,2024-10-23,2026-03-03,idx_announcement_suspend
JSPT,UMA,UMA atas Saham PT Jakarta Setiabudi Internasional Tbk (JSPT),2024-09-20,2024-10-04,2026-03-03,idx_announcement_uma
JTPE,UMA,UMA atas Saham PT Jasuindo Tiga Perkasa Tbk (JTPE),2024-03-21,2024-04-04,2026-03-03,idx_announcement_uma
KAQI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jantra Grupo Indonesia Tbk. (KAQI),2025-03-21,2025-04-04,2026-03-03,idx_announcement_suspend
KAQI,UMA,UMA atas Saham PT Jantra Grupo Indonesia Tbk. (KAQI),2025-03-14,2025-03-28,2026-03-03,idx_announcement_uma
KARW,SUSPEND,Penghentian Sementara Perdagangan Saham PT ICTSI Jasa Prima Tbk (KARW),2024-02-16,2024-03-01,2026-03-03,idx_announcement_suspend
KARW,UMA,UMA atas Saham PT ICTSI Jasa Prima Tbk (KARW),2024-02-07,2024-02-21,2026-03-03,idx_announcement_uma
KAYU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Darmi Bersaudara Tbk (KAYU),2024-01-02,2024-01-16,2026-03-03,idx_announcement_suspend
KAYU,UMA,UMA atas Saham PT Darmi Bersaudara Tbk (KAYU),2023-12-27,2024-01-10,2026-03-03,idx_announcement_uma
KBLV,SUSPEND,Penghentian Sementara Perdagangan Saham PT First Media Tbk. (KBLV),2025-08-22,2025-09-05,2026-03-03,idx_announcement_suspend
KBLV,UMA,UMA atas Saham PT First Media Tbk. (KBLV),2025-05-16,2025-05-30,2026-03-03,idx_announcement_uma
KDTN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Puri Sentul Permai Tbk. (KDTN),2025-11-12,2025-11-26,2026-03-03,idx_announcement_suspend
KDTN,UMA,UMA atas Saham PT Puri Sentul Permai Tbk. (KDTN),2025-11-10,2025-11-24,2026-03-03,idx_announcement_uma
KETR,SUSPEND,Penghentian Sementara Perdagangan Saham PT Ketrosden Triasmitra Tbk. (KETR),2025-12-10,2025-12-24,2026-03-03,idx_announcement_suspend
KETR,UMA,UMA atas Saham PT Ketrosden Triasmitra Tbk. (KETR),2025-08-29,2025-09-12,2026-03-03,idx_announcement_uma
KICI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Kedaung Indah Can Tbk (KICI),2024-02-29,2024-03-14,2026-03-03,idx_announcement_suspend
KICI,UMA,UMA atas Saham PT Kedaung Indah Can Tbk (KICI),2024-02-27,2024-03-12,2026-03-03,idx_announcement_uma
KIJA,UMA,UMA atas Saham PT Kawasan Industri Jababeka Tbk. (KIJA),2025-05-22,2025-06-05,2026-03-03,idx_announcement_uma
KING,UMA,UMA atas Saham PT Hoffmen Cleanindo Tbk. (KING),2026-02-24,2026-03-10,2026-03-03,idx_announcement_uma
KIOS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Kioson Komersial Indonesia Tbk. (KIOS),2025-12-10,2025-12-24,2026-03-03,idx_announcement_suspend
KIOS,UMA,UMA atas Saham PT Kioson Komersial Indonesia Tbk. (KIOS),2025-12-09,2025-12-23,2026-03-03,idx_announcement_uma
KJEN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Krida Jaringan Nusantara Tbk. (KJEN),2024-12-23,2025-01-06,2026-03-03,idx_announcement_suspend
KJEN,UMA,UMA atas Saham PT Krida Jaringan Nusantara Tbk. (KJEN),2024-12-18,2025-01-01,2026-03-03,idx_announcement_uma
KLAS,UMA,UMA atas Saham PT Pelayaran Kurnia Lautan Semesta Tbk. (KLAS),2023-06-23,2023-07-07,2026-03-03,idx_announcement_uma
KLIN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Klinko Karya Imaji Tbk. (KLIN),2024-10-30,2024-11-13,2026-03-03,idx_announcement_suspend
KLIN,UMA,UMA atas Saham PT Klinko Karya Imaji Tbk. (KLIN),2024-10-25,2024-11-08,2026-03-03,idx_announcement_uma
KOBX,UMA,UMA atas Saham PT Kobexindo Tractors Tbk (KOBX),2024-10-10,2024-10-24,2026-03-03,idx_announcement_uma
KOCI,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Kokoh Exa Nusantara Tbk. (KOCI, KOCI-W)",2026-01-12,2026-01-26,2026-03-03,idx_announcement_suspend
KOCI,UMA,UMA atas Saham PT Kokoh Exa Nusantara Tbk. (KOCI),2025-09-18,2025-10-02,2026-03-03,idx_announcement_uma
KOKA,SUSPEND,Penghentian Sementara Perdagangan Efek PT Koka Indonesia Tbk. (KOKA),2025-09-18,2025-10-02,2026-03-03,idx_announcement_suspend
KOKA,UMA,UMA atas Saham PT Koka Indonesia Tbk. (KOKA),2023-10-16,2023-10-30,2026-03-03,idx_announcement_uma
KONI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Perdana Bangun Pusaka Tbk (KONI),2024-11-04,2024-11-18,2026-03-03,idx_announcement_suspend
KONI,UMA,UMA atas Saham PT Perdana Bangun Pusaka Tbk (KONI),2023-04-10,2023-04-24,2026-03-03,idx_announcement_uma
KOPI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Mitra Energi Persada Tbk (KOPI),2024-09-25,2024-10-09,2026-03-03,idx_announcement_suspend
KOPI,UMA,UMA atas Saham PT Mitra Energi Persada Tbk (KOPI),2024-09-05,2024-09-19,2026-03-03,idx_announcement_uma
KPAL,SUSPEND,Penghentian Sementara Perdagangan Efek PT Steadfast Marine Tbk (KPAL),2023-05-09,2023-05-23,2026-03-03,idx_announcement_suspend
KPIG,SUSPEND,Penghentian Sementara Perdagangan Saham PT MNC Land Tbk (KPIG),2024-07-16,2024-07-30,2026-03-03,idx_announcement_suspend
KPIG,UMA,UMA atas Saham PT MNC Land Tbk (KPIG),2024-07-09,2024-07-23,2026-03-03,idx_announcement_uma
KRAS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Krakatau Steel (Persero) Tbk. (KRAS),2025-06-30,2025-07-14,2026-03-03,idx_announcement_suspend
KRAS,UMA,UMA atas Saham PT Krakatau Steel (Persero) Tbk. (KRAS),2025-06-13,2025-06-27,2026-03-03,idx_announcement_uma
KRYA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Bangun Karya Perkasa Jaya Tbk. (KRYA),2025-05-06,2025-05-20,2026-03-03,idx_announcement_suspend
KRYA,UMA,UMA atas Saham PT Bangun Karya Perkasa Jaya Tbk. (KRYA),2025-05-02,2025-05-16,2026-03-03,idx_announcement_uma
KSIX,SUSPEND,Penghentian Sementara Perdagangan Saham PT Kentanix Supra International Tbk. (KSIX),2025-01-24,2025-02-07,2026-03-03,idx_announcement_suspend
KSIX,UMA,UMA atas Saham PT Kentanix Supra International Tbk. (KSIX),2025-01-10,2025-01-24,2026-03-03,idx_announcement_uma
LABA,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Ladangbaja Murni Tbk. (LABA, LABA-W)",2024-05-07,2024-05-21,2026-03-03,idx_announcement_suspend
LABA,UMA,UMA atas Saham PT Ladangbaja Murni Tbk. (LABA),2024-05-06,2024-05-20,2026-03-03,idx_announcement_uma
LAJU,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Jasa Berdikari Logistics Tbk. (LAJU, LAJU-W)",2023-07-12,2023-07-26,2026-03-03,idx_announcement_suspend
LAJU,UMA,UMA atas Saham PT Jasa Berdikari Logistics Tbk. (LAJU),2023-07-05,2023-07-19,2026-03-03,idx_announcement_uma
LAND,UMA,UMA atas Saham PT Trimitra Propertindo Tbk. (LAND),2026-01-14,2026-01-28,2026-03-03,idx_announcement_uma
LAPD,SUSPEND,Penghentian Sementara Perdagangan Efek Leyand International Tbk (LAPD),2024-10-30,2024-11-13,2026-03-03,idx_announcement_suspend
LAPD,UMA,UMA atas Saham PT Leyand International Tbk. (LAPD),2025-08-11,2025-08-25,2026-03-03,idx_announcement_uma
LCKM,UMA,UMA atas Saham PT LCK Global Kedaton Tbk. (LCKM),2025-12-08,2025-12-22,2026-03-03,idx_announcement_uma
LEAD,SUSPEND,Penghentian Sementara Perdagangan Saham PT Logindo Samudramakmur Tbk. (LEAD),2026-01-02,2026-01-16,2026-03-03,idx_announcement_suspend
LEAD,UMA,UMA atas Saham PT Logindo Samudramakmur Tbk. (LEAD),2025-12-24,2026-01-07,2026-03-03,idx_announcement_uma
LFLO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Imago Mulia Persada Tbk. (LFLO),2025-05-16,2025-05-30,2026-03-03,idx_announcement_suspend
LFLO,UMA,UMA atas Saham PT Imago Mulia Persada Tbk. (LFLO),2025-05-06,2025-05-20,2026-03-03,idx_announcement_uma
LIFE,SUSPEND,Penghentian Sementara Perdagangan Saham PT MSIG Life Insurance Indonesia Tbk. (LIFE),2025-08-19,2025-09-02,2026-03-03,idx_announcement_suspend
LIFE,UMA,UMA atas Saham PT MSIG Life Insurance Indonesia Tbk (LIFE),2024-09-18,2024-10-02,2026-03-03,idx_announcement_uma
LINK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Link Net Tbk. (LINK),2025-01-23,2025-02-06,2026-03-03,idx_announcement_suspend
LINK,UMA,UMA atas Saham PT Link Net Tbk. (LINK),2025-01-22,2025-02-05,2026-03-03,idx_announcement_uma
LION,SUSPEND,Penghentian Sementara Perdagangan Saham PT Lion Metal Works Tbk. (LION),2025-01-31,2025-02-14,2026-03-03,idx_announcement_suspend
LION,UMA,UMA atas Saham PT Lion Metal Works Tbk. (LION),2025-01-30,2025-02-13,2026-03-03,idx_announcement_uma
LIVE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Homeco Victoria Makmur Tbk. (LIVE),2025-09-19,2025-10-03,2026-03-03,idx_announcement_suspend
LIVE,UMA,UMA atas Saham PT Homeco Victoria Makmur Tbk. (LIVE),2024-06-19,2024-07-03,2026-03-03,idx_announcement_uma
LMAS,SUSPEND,Penghentian Sementara Perdagangan Efek Limas Indonesia Makmur Tbk (LMAS),2023-10-12,2023-10-26,2026-03-03,idx_announcement_suspend
LMAX,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Lupromax Pelumas Indonesia Tbk. (LMAX, LMAX-W)",2024-03-22,2024-04-05,2026-03-03,idx_announcement_suspend
LMAX,UMA,UMA atas Saham PT Lupromax Pelumas Indonesia Tbk. (LMAX),2024-03-05,2024-03-19,2026-03-03,idx_announcement_uma
LMPI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Langgeng Makmur Industri Tbk. (LMPI),2026-01-27,2026-02-10,2026-03-03,idx_announcement_suspend
LMPI,UMA,UMA atas Saham PT Langgeng Makmur Industri Tbk (LMPI),2024-10-08,2024-10-22,2026-03-03,idx_announcement_uma
LOPI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Logisticsplus International Tbk. (LOPI),2025-09-17,2025-10-01,2026-03-03,idx_announcement_suspend
LOPI,UMA,UMA atas Saham PT Logisticsplus International Tbk. (LOPI),2025-09-15,2025-09-29,2026-03-03,idx_announcement_uma
LPLI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Star Pacific Tbk (LPLI),2025-09-26,2025-10-10,2026-03-03,idx_announcement_suspend
LPLI,UMA,UMA atas Saham PT Star Pacific Tbk (LPLI),2025-09-23,2025-10-07,2026-03-03,idx_announcement_uma
LPPS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Lenox Pasifik Investama Tbk. (LPPS),2025-10-06,2025-10-20,2026-03-03,idx_announcement_suspend
LPPS,UMA,UMA atas Saham PT Lenox Pasifik Investama Tbk. (LPPS),2025-09-29,2025-10-13,2026-03-03,idx_announcement_uma
LRNA,UMA,UMA atas Saham PT Eka Sari Lorena Transport Tbk (LRNA),2024-09-05,2024-09-19,2026-03-03,idx_announcement_uma
LUCK,UMA,UMA atas Saham PT Sentral Mitra Informatika Tbk. (LUCK),2025-08-06,2025-08-20,2026-03-03,idx_announcement_uma
LUCY,SUSPEND,Penghentian Sementara Perdagangan Saham PT Lima Dua Lima Tiga Tbk. (LUCY),2025-12-02,2025-12-16,2026-03-03,idx_announcement_suspend
LUCY,UMA,UMA atas Saham PT Lima Dua Lima Tiga Tbk. (LUCY),2025-10-06,2025-10-20,2026-03-03,idx_announcement_uma
MAMI,SUSPEND,Penghentian Sementara Perdagangan Efek Mas Murni Indonesia Tbk (MAMI),2023-09-12,2023-09-26,2026-03-03,idx_announcement_suspend
MANG,UMA,UMA atas Saham PT Manggung Polahraya Tbk. (MANG),2024-03-27,2024-04-10,2026-03-03,idx_announcement_uma
MAPB,SUSPEND,Penghentian Sementara Perdagangan Saham PT MAP Boga Adiperkasa Tbk. (MAPB),2025-07-01,2025-07-15,2026-03-03,idx_announcement_suspend
MAPB,UMA,UMA atas Saham PT MAP Boga Adiperkasa Tbk. (MAPB),2025-06-11,2025-06-25,2026-03-03,idx_announcement_uma
MARI,UMA,UMA atas Saham PT Mahaka Radio Integra Tbk (MARI),2023-10-19,2023-11-02,2026-03-03,idx_announcement_uma
MARK,UMA,UMA atas Saham PT Mark Dynamics Indonesia Tbk. (MARK),2024-12-19,2025-01-02,2026-03-03,idx_announcement_uma
MASA,SUSPEND,Penghentian Sementara Perdagangan Efek Multistrada Arah Sarana Tbk (MASA),2024-07-26,2024-08-09,2026-03-03,idx_announcement_suspend
MASA,UMA,UMA atas Saham PT Multistrada Arah Sarana Tbk (MASA),2023-11-29,2023-12-13,2026-03-03,idx_announcement_uma
MAYA,UMA,UMA atas Saham PT Bank Mayapada Internasional Tbk (MAYA),2024-01-23,2024-02-06,2026-03-03,idx_announcement_uma
MBSS,UMA,UMA atas Saham PT Mitrabahtera Segara Sejati Tbk. (MBSS),2025-06-17,2025-07-01,2026-03-03,idx_announcement_uma
MBTO,UMA,UMA atas Saham PT Martina Berto Tbk. (MBTO),2025-05-27,2025-06-10,2026-03-03,idx_announcement_uma
MCAS,SUSPEND,Penghentian Sementara Perdagangan Saham PT M Cash Integrasi Tbk (MCAS),2024-04-03,2024-04-17,2026-03-03,idx_announcement_suspend
MCAS,UMA,UMA atas Saham PT M Cash Integrasi Tbk (MCAS),2023-12-08,2023-12-22,2026-03-03,idx_announcement_uma
MDIA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Intermedia Capital Tbk. (MDIA),2025-12-18,2026-01-01,2026-03-03,idx_announcement_suspend
MDIA,UMA,UMA atas Saham PT Intermedia Capital Tbk. (MDIA),2025-12-15,2025-12-29,2026-03-03,idx_announcement_uma
MEDS,UMA,UMA atas Saham PT Hetzer Medical Indonesia Tbk. (MEDS),2025-09-03,2025-09-17,2026-03-03,idx_announcement_uma
MEJA,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Harta Djaya Karya Tbk. (MEJA, MEJA-W)",2024-08-27,2024-09-10,2026-03-03,idx_announcement_suspend
MEJA,UMA,UMA atas Saham PT Harta Djaya Karya Tbk. (MEJA),2024-07-16,2024-07-30,2026-03-03,idx_announcement_uma
MENN,SUSPEND,Penghentian Sementara Perdagangan Efek PT Menn Teknologi Indonesia Tbk. (MENN),2025-10-29,2025-11-12,2026-03-03,idx_announcement_suspend
MENN,UMA,UMA atas Saham PT Menn Teknologi Indonesia Tbk. (MENN),2023-11-16,2023-11-30,2026-03-03,idx_announcement_uma
MERI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Merry Riana Edukasi Tbk. (MERI),2025-07-17,2025-07-31,2026-03-03,idx_announcement_suspend
MERI,UMA,UMA atas Saham PT Merry Riana Edukasi Tbk. (MERI),2025-07-15,2025-07-29,2026-03-03,idx_announcement_uma
META,SUSPEND,Penghentian Sementara Perdagangan Saham PT Nusantara Infrastructure Tbk (META),2023-10-02,2023-10-16,2026-03-03,idx_announcement_suspend
META,UMA,UMA atas Saham PT Nusantara Infrastructure Tbk (META),2023-09-27,2023-10-11,2026-03-03,idx_announcement_uma
MFIN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Mandala Multifinance Tbk (MFIN),2024-09-30,2024-10-14,2026-03-03,idx_announcement_suspend
MFIN,UMA,UMA atas Saham PT Mandala Multifinance Tbk (MFIN),2024-09-26,2024-10-10,2026-03-03,idx_announcement_uma
MGLV,SUSPEND,Penghentian Sementara Perdagangan Saham PT Panca Anugrah Wisesa Tbk. (MGLV),2025-06-13,2025-06-27,2026-03-03,idx_announcement_suspend
MGLV,UMA,UMA atas Saham PT Panca Anugrah Wisesa Tbk. (MGLV),2025-05-20,2025-06-03,2026-03-03,idx_announcement_uma
MGNA,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri II PT Magna Investama Mandiri Tbk. (MGNA, MGNA-W)",2025-11-11,2025-11-25,2026-03-03,idx_announcement_suspend
MGNA,UMA,UMA atas Saham PT Magna Investama Mandiri Tbk. (MGNA),2025-10-30,2025-11-13,2026-03-03,idx_announcement_uma
MGRO,UMA,UMA atas Saham PT Mahkota Group Tbk. (MGRO),2025-11-26,2025-12-10,2026-03-03,idx_announcement_uma
MHKI,UMA,UMA atas Saham PT Multi Hanna Kreasindo Tbk. (MHKI),2024-04-25,2024-05-09,2026-03-03,idx_announcement_uma
MIKA,UMA,UMA atas Saham PT Mitra Keluarga Karyasehat Tbk (MIKA),2023-12-21,2024-01-04,2026-03-03,idx_announcement_uma
MINA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sanurhasta Mitra Tbk. (MINA),2025-02-07,2025-02-21,2026-03-03,idx_announcement_suspend
MINA,UMA,UMA atas Saham PT Sanurhasta Mitra Tbk. (MINA),2025-02-06,2025-02-20,2026-03-03,idx_announcement_uma
MIRA,UMA,UMA atas Saham PT Mitra International Resources Tbk. (MIRA),2025-08-29,2025-09-12,2026-03-03,idx_announcement_uma
MITI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Mitra Investindo Tbk. (MITI),2025-09-09,2025-09-23,2026-03-03,idx_announcement_suspend
MITI,UMA,UMA atas Saham PT Mitra Investindo Tbk (MITI),2023-07-06,2023-07-20,2026-03-03,idx_announcement_uma
MKAP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multikarya Asia Pasifik Raya Tbk. (MKAP),2026-01-12,2026-01-26,2026-03-03,idx_announcement_suspend
MKAP,UMA,UMA atas Saham PT Multikarya Asia Pasifik Raya Tbk. (MKAP),2025-06-26,2025-07-10,2026-03-03,idx_announcement_uma
MKNT,SUSPEND,Penghentian Sementara Perdagangan Efek PT Mitra Komunikasi Nusantara Tbk. (MKNT),2024-07-11,2024-07-25,2026-03-03,idx_announcement_suspend
MKTR,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Menthobi Karyatama Raya Tbk. (MKTR, MKTR-W)",2023-03-09,2023-03-23,2026-03-03,idx_announcement_suspend
MKTR,UMA,UMA atas Saham PT Menthobi Karyatama Raya Tbk. (MKTR),2023-03-06,2023-03-20,2026-03-03,idx_announcement_uma
MLIA,UMA,UMA atas Saham PT Mulia Industrindo Tbk (MLIA),2023-05-10,2023-05-24,2026-03-03,idx_announcement_uma
MLPL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multipolar Tbk (MLPL),2024-10-29,2024-11-12,2026-03-03,idx_announcement_suspend
MLPL,UMA,UMA atas Saham PT Multipolar Tbk (MLPL),2024-10-18,2024-11-01,2026-03-03,idx_announcement_uma
MLPT,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multipolar Technology Tbk (MLPT),2024-09-11,2024-09-25,2026-03-03,idx_announcement_suspend
MLPT,UMA,UMA atas Saham PT Multipolar Technology Tbk (MLPT),2024-09-10,2024-09-24,2026-03-03,idx_announcement_uma
MMIX,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Multi Medika Internasional Tbk. (MMIX, MMIX-W)",2024-02-22,2024-03-07,2026-03-03,idx_announcement_suspend
MMIX,UMA,UMA atas Saham PT Multi Medika Internasional Tbk. (MMIX),2024-02-13,2024-02-27,2026-03-03,idx_announcement_uma
MOLI,UMA,UMA atas Saham PT Madusari Murni Indah Tbk. (MOLI),2025-10-13,2025-10-27,2026-03-03,idx_announcement_uma
MORA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Mora Telematika Indonesia Tbk. (MORA),2025-10-14,2025-10-28,2026-03-03,idx_announcement_suspend
MORA,UMA,UMA atas Saham PT Mora Telematika Indonesia Tbk. (MORA),2025-10-10,2025-10-24,2026-03-03,idx_announcement_uma
MPIX,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Mitra Pedagang Indonesia Tbk. (MPIX, MPIX-W)",2024-02-27,2024-03-12,2026-03-03,idx_announcement_suspend
MPIX,UMA,UMA atas Saham PT Mitra Pedagang Indonesia Tbk. (MPIX),2024-02-13,2024-02-27,2026-03-03,idx_announcement_uma
MPMX,UMA,UMA atas Saham PT Mitra Pinasthika Mustika Tbk (MPMX),2024-04-25,2024-05-09,2026-03-03,idx_announcement_uma
MPPA,UMA,UMA atas Saham PT Matahari Putra Prima Tbk (MPPA),2024-10-30,2024-11-13,2026-03-03,idx_announcement_uma
MPRO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Maha Properti Indonesia Tbk (MPRO),2023-07-28,2023-08-11,2026-03-03,idx_announcement_suspend
MPRO,UMA,UMA atas Saham PT Maha Properti Indonesia Tbk (MPRO),2023-07-11,2023-07-25,2026-03-03,idx_announcement_uma
MPXL,SUSPEND,Penghentian Sementara Perdagangan Saham PT MPX Logistics International Tbk. (MPXL),2025-09-17,2025-10-01,2026-03-03,idx_announcement_suspend
MPXL,UMA,UMA atas Saham PT MPX Logistics International Tbk. (MPXL),2023-10-18,2023-11-01,2026-03-03,idx_announcement_uma
MRAT,UMA,UMA atas Saham PT Mustika Ratu Tbk. (MRAT),2025-10-14,2025-10-28,2026-03-03,idx_announcement_uma
MSIE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multisarana Intan Eduka Tbk. (MSIE),2025-09-23,2025-10-07,2026-03-03,idx_announcement_suspend
MSIE,UMA,UMA atas Saham PT Multisarana Intan Eduka Tbk. (MSIE),2023-09-27,2023-10-11,2026-03-03,idx_announcement_uma
MSIN,SUSPEND,Penghentian Sementara Perdagangan Saham PT MNC Digital Entertainment Tbk (MSIN),2024-08-19,2024-09-02,2026-03-03,idx_announcement_suspend
MSIN,UMA,UMA atas Saham PT MNC Digital Entertainment Tbk (MSIN),2023-09-19,2023-10-03,2026-03-03,idx_announcement_uma
MSJA,UMA,UMA atas Saham PT Multi Spunindo Jaya Tbk. (MSJA),2024-09-24,2024-10-08,2026-03-03,idx_announcement_uma
